name,gender,origins
Aimi,f,Japanese
Aimilia,f,Greek
Aimilios,m,Greek
Aimo,m,Finnish
Ain,m,Estonian
Aina 1,f,"Finnish, Swedish, Norwegian, Danish"
Aina 2,f,Catalan
Aina 3,f,Japanese
Aina 4,f,Latvian
Aina 5,f,Kazakh
Ainara,f,"Basque, Spanish"
Ainārs,m,Latvian
Aindrea,m,Scottish Gaelic
Aindréas,m,Irish
Aindriú,m,Irish
Áine,f,"Irish, Irish Mythology, Old Irish"
Aineias,m,Greek Mythology
Aingeal,f,Irish
Aingeru,m,Basque
Ainhara,f,"Basque, Spanish"
Ainhoa,f,Basque
Aino,f,"Finnish, Estonian, Finnish Mythology"
Ainoa,f,Spanish
Ainslee,f,English (Rare)
Ainsley,f,"Scottish, English (Modern)"
Ainslie,f,English (Rare)
Aintza,f,Basque
Aintzane,f,Basque
Ainūr,f,Kazakh
Ainura,f,Kyrgyz
Aiolos,m,Greek Mythology
Aira,f,Finnish
Airat,m,"Tatar, Bashkir"
Airi 1,f,Japanese
Airi 2,f,Finnish
Airmanagild,m,Gothic (Hypothetical)
Airmanareiks,m,Gothic (Hypothetical)
Aírton,m,Portuguese (Brazilian)
Aişa,f,Kazakh
Aişə,f,Azerbaijani
Aisana,f,Kazakh
Aischylos,m,Ancient Greek
'Aisha,f,Arabic
A'isha,f,Arabic
Aisha,f,"Arabic, Urdu, Hausa, Swahili, Kyrgyz, Kazakh, African American"
Aishah,f,"Arabic, Malay"
Aishat,f,Chechen
Aishath,f,Dhivehi
Aishatu,f,Hausa
Aishwarya,f,"Hindi, Marathi, Kannada, Malayalam, Tamil"
Aislin,f,Irish (Rare)
Aisling,f,Irish
Aislinn,f,Irish
Aison,m,Greek Mythology
Aisopos,m,Ancient Greek
Aïssa,f,Western African
Aïssatou,f,"Western African, Central African"
Aistė,f,Lithuanian
Aistulf,m,Germanic
Aisūltan,m,Kazakh
Aisyah,f,"Indonesian, Malay"
Aitana,f,Spanish
Aithan,m,Biblical Greek
Aithbhreac,f,Medieval Scottish
Aither,m,Greek Mythology
Aithne,f,Irish (Rare)
Aitor,m,"Basque, Spanish"
Aitöre,m,Kazakh
Aiur,m,Basque
Aivar,m,Estonian
Aivars,m,Latvian
Aiwareiks,m,Gothic (Hypothetical)
Aiym,f,Kazakh
Aiza,f,Urdu
Aizah,f,Urdu
Aizere,f,Kazakh
Aizhamal,f,Kyrgyz
Aizhan,f,Kazakh
Aizirek,f,Kyrgyz
Ajan,m,Albanian
Ajax,m,Greek Mythology (Latinized)
Ajay,m,"Hindi, Marathi, Gujarati, Bengali, Telugu, Kannada, Malayalam, Tamil"
Ajda 1,f,Turkish
Ajda 2,f,Slovene
Ajdin,m,Bosnian
Ajeet,m,"Hindi, Marathi, Punjabi, Bengali"
Ajei,f,Navajo
Ajit,m,"Hindi, Marathi, Punjabi, Bengali"
Ajita,m,"Hinduism, Buddhism"
Ajith,m,"Tamil, Malayalam"
Ajla,f,"Bosnian, Albanian"
Ajlin,f,Bosnian
Ajna,f,Bosnian
Ajnur,m,Bosnian
Ajša,f,Bosnian
Akachi,m,Igbo
Akaki,m,Georgian
Akakios,m,"Greek, Ancient Greek"
Akamu,m,Hawaiian
Akane,f,Japanese
Akanksha,f,Hindi
Akantha,f,Greek Mythology
Akari,f,Japanese
Akash,m,"Hindi, Marathi, Bengali"
Əkbər,m,Azerbaijani
Akbar,m,"Arabic, Persian, Urdu, Pashto, Indonesian, Indian (Muslim)"
Akbota,f,Kazakh
Åke,m,Swedish
Akeem,m,African American
Akemi,f,Japanese
Akerke,f,Kazakh
Akhenaten,m,Ancient Egyptian
Akhenaton,m,Ancient Egyptian
Akhil,m,"Hindi, Telugu, Malayalam"
Akhila,f,"Telugu, Malayalam"
Akhmad,m,"Chechen, Ingush, Avar, Indonesian"
Akhmat,m,"Bashkir, Tatar"
Akhmed,m,"Chechen (Russified), Ingush (Russified), Avar (Russified)"
Akhmet,m,Kazakh
'Akhsa,f,Biblical Hebrew
Akhtar,m,"Urdu, Bengali"
Áki,m,"Old Norse, Icelandic, Faroese"
Aki 1,m,Finnish
Aki 2,f,Japanese
Akiba,m,Hebrew
Akicita,m,Sioux
Akie,f,Japanese
Akif,m,"Arabic, Turkish, Azerbaijani, Urdu"
Akihiko,m,Japanese
Akihito,m,Japanese
Akiko,f,Japanese
Akilah,f,"Arabic, African American"
Akilina,f,Russian (Rare)
Akim,m,Russian
Akimitsu,m,Japanese
Akinyi,f,Luo
Akio,m,Japanese
Akira,m,Japanese
Akito,m,Japanese
Akiva,m,Hebrew
Akli,m,Berber
Akmad,m,"Maguindanao, Tausug"
Akmal,m,"Arabic, Urdu, Uzbek, Tajik, Malay"
Akmaral,f,Kazakh
Akmat,m,Kyrgyz
Akniet,f,Kazakh
Akoni,m,Hawaiian
Ákos,m,Hungarian
Akosua,f,Akan
Akpan,m,Ibibio
Akpofure,m,Urhobo
Akram,m,"Arabic, Persian, Urdu, Bengali"
Akrom,m,Uzbek
Aksana,f,Belarusian
Aksel,m,"Danish, Norwegian"
Akseli,m,Finnish
Akshay,m,"Hindi, Marathi, Gujarati, Kannada"
Aksinia,f,"Bulgarian, Russian"
Aksinya,f,Russian
Aktaie,f,Greek Mythology
Aktaion,m,Greek Mythology
Aktor,m,Greek Mythology
Aku 1,m,Finnish
Aku 2,f,Ewe
Akua,f,Akan
Akuchi,f,Igbo
Akulina,f,Russian
Akvilė,f,Lithuanian
Al,m,English
Ala 1,m,Arabic
Ala 2,f,Igbo Mythology
Ala 3,f,Polish
Alaa 1,m,Arabic
Alaa 2,f,Arabic
Ala ad-Din,m,Arabic
Ala al-Din,m,Arabic
Alaattin,m,Turkish
Alaba,f,Yoruba
Aladdin,m,Literature
Alahia,f,"Spanish (Latin American, Modern)"
Alaia 1,f,"Basque, Spanish (Modern)"
Alaia 2,f,English (Modern)
Alain,m,French
Alaina,f,English (Modern)
Alaiya,f,English (Modern)
Alajos,m,Hungarian
Alam,m,"Arabic, Urdu"
Al-Amin,m,Arabic
Al-Amir,m,Arabic (Rare)
Alan 1,m,"English, Scottish, Breton, French, Polish"
Alan 2,m,Kurdish
Alana,f,"English, Breton"
Alani,f,English (Modern)
Alanis,f,English (Rare)
Alanna,f,English
Alannah,f,"Irish, English (Modern)"
Alannis,f,English (Rare)
Alaois,m,Irish (Rare)
Alard,m,Germanic
Alareiks,m,Gothic (Hypothetical)
Alaric,m,Gothic (Anglicized)
Alasdair,m,Scottish Gaelic
Alassane,m,Western African
Alastair,m,Scottish
Alastar,m,Irish
Alastor,m,Greek Mythology
Alastríona,f,Irish
Alawar,m,Germanic (Hypothetical)
Alaya,f,English (Modern)
Alayah,f,English (Modern)
Alayna,f,English (Modern)
Alazne,f,Basque
Alba 1,f,"Italian, Spanish, Catalan, French"
Alba 2,f,Ancient Roman
Alba 3,f,Germanic
Albaer,m,Limburgish
Alban,m,"German, French, Albanian, English (Rare)"
Albana,f,"Albanian, Ancient Roman"
Albane,f,French
Albano,m,"Italian, Portuguese, Spanish (Rare)"
Albanus,m,Ancient Roman
Albarīks,m,Old Germanic (Hypothetical)
Albaweniz,m,Old Germanic (Hypothetical)
Albena,f,Bulgarian
Alberic,m,Germanic
Alberich,m,"Germanic, Germanic Mythology"
Alberico,m,Italian
Albert,m,"English, German, French, Catalan, Polish, Czech, Russian, Dutch, Swedish, Norwegian, Danish, Icelandic, Finnish, Romanian, Hungarian, Albanian, Germanic"
Alberta,f,"English, Italian, Portuguese, Spanish"
Albertas,m,Lithuanian
Alberte 1,m,Galician
Alberte 2,f,"French, Danish"
Albertina,f,"Italian, Portuguese"
Albertine,f,French
Albertino,m,"Italian, Portuguese"
Alberto,m,"Italian, Spanish, Portuguese"
Alberts,m,Latvian
Albertus,m,"Germanic (Latinized), Dutch"
Albie,m,English
Albín,m,"Slovak, Czech"
Albin,m,"Swedish, French, English, Slovene, Polish"
Albína,f,"Czech, Slovak"
Albina,f,"Russian, Ukrainian, Italian, Portuguese, Spanish, Slovene, Polish, German, Lithuanian, Belarusian, Ancient Roman"
Albinas,m,Lithuanian
Albine,f,French
Albino,m,"Italian, Portuguese, Spanish"
Albinus,m,Ancient Roman
Alboin,m,Germanic
Alborz,m,Persian
Albrecht,m,German
Albus,m,Ancient Roman
Alby,m,Irish
Alcaeus,m,Ancient Greek (Latinized)
Alcestis,f,Greek Mythology (Latinized)
Alcetas,m,Ancient Greek (Latinized)
Alcibiades,m,Ancient Greek (Latinized)
Alcide,m,"Italian, French"
Alcides,m,"Greek Mythology (Latinized), Portuguese, Spanish"
Alcina,f,Carolingian Cycle
Alcinoe,f,Ancient Greek (Latinized)
Alcinous,m,Greek Mythology (Latinized)
Alcione,f,Portuguese
Alcippe,f,Greek Mythology (Latinized)
Alcmene,f,Greek Mythology (Latinized)
Alcyone,f,Greek Mythology (Latinized)
Alda 1,f,"Italian, Portuguese, Germanic"
Alda 2,f,Icelandic
Aldara,f,Galician
Aldebrand,m,Germanic
Aldegar,m,Germanic
Aldegonda,f,Dutch
Aldegund,f,Germanic
Aldegundis,f,Germanic (Latinized)
Alden,m,English
Alder,m,English (Rare)
Aldéric,m,French (Quebec)
Aldert,m,"Frisian, Dutch"
Aldhard,m,Germanic
Aldin,m,Bosnian
Aldina 1,f,Portuguese
Aldina 2,f,Bosnian
Aldith,f,Medieval English
Aldiyar,m,Kazakh
Aldo,m,"Italian, Germanic"
Aldona,f,"Lithuanian, Polish"
Aldous,m,English (Rare)
Aldreda,f,Medieval English
Aldric,m,"French (Rare), Germanic"
Aldus,m,Medieval English
Aldwin,m,Germanic
Ale 1,m,"Finnish, Italian, Spanish"
Ale 2,m,Frisian
Alea,f,English (Rare)
Aleah,f,English (Modern)
Alease,f,English
Alec,m,English
Alecia,f,English
Aleĉjo,m,Esperanto
Alecto,f,Greek Mythology (Latinized)
Aled,m,Welsh
Aleesha,f,English (Rare)
Aleh,m,Belarusian
Aleid,f,Dutch
Aleida,f,"Dutch, Spanish (Latin American)"
Áleifr,m,Old Norse
Aleix,m,Catalan
Aleixo,m,"Portuguese (Rare), Galician (Rare)"
Alejandra,f,Spanish
Alejandrina,f,Spanish
Alejandro,m,Spanish
Alejna,f,Bosnian (Modern)
Alejo,m,Spanish
Aleka,f,Greek
Alekos,m,Greek
Aleks,m,"Russian, Slovene, Polish, Armenian"
Aleksa,m,Serbian
Aleksandar,m,"Bulgarian, Macedonian, Croatian, Serbian, Bosnian"
Aleksandër,m,Albanian
Aleksander,m,"Polish, Slovene, Estonian, Norwegian, Danish"
Aleksandr,m,"Russian, Armenian"
Aleksandra,f,"Russian, Polish, Serbian, Bulgarian, Slovene, Croatian, Macedonian, Finnish, Estonian, Latvian, Lithuanian, Georgian"
Aleksandras,m,Lithuanian
Aleksandre,m,Georgian
Aleksandrina,f,"Russian, Bulgarian"
Aleksandro,m,Esperanto
Aleksandrs,m,Latvian
Aleksandrŭ,m,Medieval Slavic
Aleksanteri,m,Finnish
Aleksei,m,Russian
Aleksej,m,Slovene
Aleksejs,m,Latvian
Aleksey,m,Russian
Aleksi,m,"Finnish, Bulgarian, Georgian"
Alekss,m,Latvian
Aleksy,m,Polish
Alekto,f,Greek Mythology
Alem,m,Bosnian
Alemayehu,m,Amharic
Alemu,m,Amharic
Alen,m,"Croatian, Slovene, Armenian"
Alena 1,f,"German, Czech, Slovak, Slovene"
Alena 2,f,Belarusian
Alene,f,English
Alenka,f,Slovene
Aleš,m,"Czech, Slovak, Slovene"
Alesander,m,Basque
Alesha,f,English (Modern)
Alesia,f,English
Alesinda,f,Germanic
Alessa,f,Italian
Alessandra,f,Italian
Alessandro,m,Italian
Alessia,f,Italian
Alessio,m,Italian
Alesya,f,"Belarusian, Russian"
Aleta,f,English
Aletha,f,English
Alethea,f,English
Aletta,f,Dutch
Alevtina,f,Russian
Álex,m,Spanish
Àlex,m,Catalan
Alex,m,"English, Dutch, German, French, Portuguese, Romanian, Greek, Swedish, Norwegian, Danish, Icelandic, Hungarian, Czech, Russian"
Alexa,f,"English, German, Hungarian"
Alexander,m,"English, German, Dutch, Swedish, Norwegian, Danish, Icelandic, Hungarian, Slovak, Biblical, Ancient Greek (Latinized), Greek Mythology (Latinized)"
Alexandr,m,"Czech, Russian"
Alexandra,f,"English, German, Dutch, French, Swedish, Norwegian, Danish, Icelandic, Greek, Portuguese, Romanian, Czech, Slovak, Hungarian, Catalan, Russian, Ancient Greek, Greek Mythology"
Alexandre,m,"French, Portuguese, Galician, Catalan"
Alexandrea,f,English (Modern)
Alexandria,f,English
Alexandrie,f,French (Rare)
Alexandrina,f,"Portuguese, Romanian, English (Rare)"
Alexandrine,f,French
Alexandros,m,"Greek, Ancient Greek, Biblical Greek, Greek Mythology"
Alexandru,m,Romanian
Alexei,m,Russian
Alexej,m,"Czech, Slovak"
Alexey,m,Russian
Alèxia,f,Catalan
Alexia,f,"Greek, French, Spanish, English (Modern)"
Alexina,f,English
Alexios,m,Ancient Greek
Alexis,m,"French, English, Greek, Spanish, Ancient Greek"
Alexius,m,Ancient Greek (Latinized)
Alexsandr,m,Russian
Alexus,f,English (Modern)
Aleyda,f,Spanish (Latin American)
Aleyna,f,Turkish (Modern)
Alf 1,m,"Swedish, Norwegian, Danish, Norse Mythology"
Alf 2,m,English
Alf 3,m,"Swedish, Norwegian, Danish"
Alfarr,m,Old Norse
Alfbern,m,Germanic
Alfeo,m,Italian
Alfhard,m,Germanic
Alfher,m,Germanic
Alfhild,f,"Norwegian, Swedish"
Alfhildr,f,Old Norse
Älfiä,f,Bashkir
Alfia,f,"Bashkir, Tatar"
Alfie,m,English
Alfio,m,Italian
Älfiya,f,Tatar
Alfiya,f,Kyrgyz
Alfons,m,"German, Dutch, Catalan"
Alfonsa,f,"Spanish, Italian"
Alfonsas,m,Lithuanian
Alfonsina,f,Italian
Alfonso,m,"Spanish, Italian"
Alfonz,m,"Slovak, Slovene, Hungarian"
Alfr,m,Norse Mythology
Alfréd,m,"Hungarian, Slovak, Czech"
Alfred,m,"English, French, Swedish, Norwegian, Danish, German, Polish, Dutch, Catalan, Albanian"
Alfreda,f,"English, Italian, Polish (Rare), German (Rare)"
Alfredas,m,Lithuanian
Alfredo,m,"Italian, Spanish, Portuguese"
Alfrēds,m,Latvian
Alfríkr,m,Old Norse
Alfvin,m,Old Norse
Alfwin,m,Germanic
Algar,m,English (Rare)
Algautr,m,Old Norse
Alger,m,English
Algernon,m,English
Algimantas,m,Lithuanian
Algirdas,m,Lithuanian
Algis,m,Lithuanian
Algot,m,Swedish
Alhaji,m,Hausa
Al-Hasan,m,Arabic
Alhassan,m,Western African
Alheri,f,Hausa
'Ali,m,Arabic
Äli,m,Kazakh
Əli,m,Azerbaijani
Ali 1,m,"Arabic, Persian, Turkish, Urdu, Pashto, Indonesian, Malay, Avar, Kyrgyz, Uzbek, Tajik, Kazakh, Dhivehi, Albanian, Bosnian, Somali"
Ali 2,f,English
Alia 1,f,Arabic
Alia 2,f,Germanic
Aliah,f,English (Rare)
Aliaksandr,m,Belarusian
Aliaksandra,f,Belarusian
Aliaksei,m,Belarusian
Aliana,f,English (Modern)
Ali Asaf,m,Turkish
Alibrand,m,Germanic
Alica,f,Slovak
Alice,f,"English, French, Portuguese, Italian, German, Czech, Swedish, Danish, Norwegian, Dutch"
Alícia,f,"Catalan, Portuguese"
Alicia,f,"Spanish, English, Swedish, French"
Alicja,f,Polish
Alida,f,"Dutch, German, Hungarian"
Aliénor,f,French
Alienòr,f,Occitan
Älihan,m,Kazakh
Alihan,m,"Turkish, Kyrgyz"
Aliisa,f,Finnish
Alija,m,Bosnian
Alijah,m,English (Modern)
Alik,m,Russian
Alikhan,m,Kazakh
Aliki,f,Greek
Alim,m,"Arabic, Turkish, Azerbaijani, Circassian, Uyghur"
Alimjan,m,Uyghur
Alin,m,Romanian
Alīna,f,Latvian
Alina,f,"Romanian, Polish, Russian, Ukrainian, Belarusian, Slovene, German, Italian, Spanish"
Alinafe,f,Chewa
Aline,f,"French, Portuguese (Brazilian), English"
Älinūr,m,Kazakh
Alinūr,m,Kazakh
Aliona,f,"Russian, Ukrainian"
Alireza,m,Persian
Alirio,m,Spanish (Latin American)
Alis,f,Welsh
Alisa,f,"Russian, Ukrainian, Bosnian, Finnish, Georgian"
Alise 1,f,Latvian
Alise 2,f,English (Rare)
Älışer,m,Kazakh
Alisha,f,English
Alisher,m,"Uzbek, Tajik, Kazakh"
Alishia,f,English (Rare)
Alisia,f,English (Rare)
Alison 1,f,"English, French"
Alison 2,m,Portuguese (Brazilian)
Alissa,f,English
Alisson 1,m,Portuguese (Brazilian)
Alisson 2,f,"English (Modern), French (Modern)"
Alistair,m,Scottish
Alister,m,Scottish
Alisya,f,English (Rare)
Alita,f,English (Rare)
Alivia,f,English (Modern)
Alix,f,French
Əlixan,m,Azerbaijani
Äliya,f,Kazakh
Aliya 1,f,"Arabic, Urdu, Kyrgyz, Uzbek, Tatar"
Aliya 2,f,Hebrew
Aliyə,f,Azerbaijani
Aliyah 1,f,Arabic
Aliyah 2,f,Hebrew
Aliye,f,Turkish
Aliyu,m,Hausa
Aliyya,f,Arabic
Aliyyah,f,Arabic
Alíz,f,Hungarian
Aliz,f,Hungarian
Aliza,f,Hebrew
Alize,f,Basque
Alizée,f,French (Modern)
Alja,f,Slovene
Aljaž,m,Slovene
Aljoša,m,"Slovene, Croatian, Serbian"
Alkaios,m,Ancient Greek
Alke,m,Frisian
Alkeides,m,Greek Mythology
Alkestis,f,Greek Mythology
Alket,m,Albanian
Alketa,f,Albanian
Alketas,m,Ancient Greek
Alkibiades,m,Ancient Greek
Alkinoe,f,Greek Mythology
Alkinoos,m,Greek Mythology
Alkippe,f,Greek Mythology
Alkiviadis,m,Greek
Alkmene,f,Greek Mythology
Alkmini,f,Greek
Alkyone,f,Greek Mythology
Alla,f,"Russian, Ukrainian"
Allah,m,"Theology, Quranic"
Allahverdi,m,Azerbaijani
Allain,m,French
Allan,m,"English, Scottish, Danish, Swedish, Estonian"
Allana,f,English (Rare)
Allani,f,Hurrian Mythology
Allannah,f,English (Rare)
Allard,m,Dutch
Alle,m,Frisian
Allegra,f,"Italian, English (Rare)"
Allegria,f,Various (Rare)
Allen,m,English
Alli,f,Finnish
Allie,f,English
Allison,f,English
Allissa,f,English (Rare)
Allochka,f,Russian
Allon,m,"Biblical, Biblical Hebrew"
Ally 1,f,English
Ally 2,m,Scottish
Allycia,f,English (Rare)
Allyn,m,English
Allyson,f,English
Alma 1,f,"English, Spanish, Italian, Dutch, German, Swedish, Norwegian, Danish, Latvian, Lithuanian, French, Albanian, Slovene, Croatian"
Alma 2,f,Hebrew
Alma 3,m,Mormon
Almantas,m,Lithuanian
Almas,f,"Arabic, Urdu, Kazakh"
Almast,f,Armenian
Almaz,m,"Kazakh, Kyrgyz, Tatar, Azerbaijani, Amharic, Tigrinya"
Almazbek,m,Kyrgyz
Almir 1,m,Portuguese (Brazilian)
Almir 2,m,Bosnian
Almira 1,f,Literature
Almira 2,f,Bosnian
Almiro,m,Portuguese
Almog,m,Hebrew
Álmos,m,Hungarian
Almudena,f,Spanish
Alodia,f,Gothic (Latinized)
Álǫf,f,Old Norse
Alofa,f,Samoan
Aloïs,m,French
Alois,m,"German, Czech"
Aloïse,m,French
Aloisia,f,German (Rare)
Aloisie,f,Czech
Aloísio,m,Portuguese
Aloisio,m,Italian (Rare)
Alojz,m,"Slovene, Slovak, Croatian"
Alojzia,f,Slovak
Alojzij,m,Slovene
Alojzija,f,"Slovene, Croatian"
Alojzije,m,Croatian
Alojzy,m,Polish
Alon 1,m,Hebrew
Alon 2,m,Tagalog
Alona,f,Hebrew
Alondra,f,Spanish (Latin American)
Alonso,m,Spanish
Alonzo,m,English (American)
Alora,f,English (Modern)
Aloys,m,Medieval Occitan
Aloyse,m,French
Aloysia,f,German (Rare)
Aloysius,m,English
Alp,m,Turkish
Alparslan,m,"Turkish, Azerbaijani"
Alpaslan,m,Turkish
Alper,m,Turkish
Alperen,m,Turkish
Alpertti,m,Finnish (Rare)
Alpha,f,English
Alphaeus,m,"Biblical, Biblical Latin"
Alphaios,m,Biblical Greek
Alphege,m,History (Ecclesiastical)
Alphius,m,Late Roman
Alphonse,m,French
Alphonsine,f,French
Alphonso,m,English
Alphonsus,m,Gothic (Latinized)
Alphonzo,m,English (Rare)
Alpin,m,Scottish (Rare)
Alpo,m,Finnish
Alsu,f,Tatar
Alta,f,Various
Altagracia,f,Spanish (Caribbean)
Altai,m,Kazakh
Altair,m,"Astronomy, Portuguese (Brazilian)"
Altan 1,m,Turkish
Altan 2,m,Mongolian
Altangerel,m,Mongolian
Altansarnai,f,Mongolian
Altantsetseg,f,Mongolian
Altay,m,"Azerbaijani, Kazakh"
Alte 1,f,Yiddish (Rare)
Alte 2,m,Frisian
Alter,m,Yiddish
Althaea,f,Greek Mythology (Latinized)
Althaia,f,Greek Mythology
Althea,f,Greek Mythology (Latinized)
Altin,m,Albanian
Alton,m,English
Altti,m,Finnish
Altwidus,m,Germanic (Latinized)
Altynai,f,"Kazakh, Kyrgyz"
Altynay,f,"Kyrgyz, Kazakh"
Altynbek,m,"Kazakh, Kyrgyz"
Aludra,f,Astronomy
Alun,m,Welsh
Alv,m,Norwegian
Alva 1,f,"Swedish, Norwegian, Danish"
Alva 2,m,English
Alvah,m,Biblical
Alvar,m,"Swedish, Estonian"
Alvard,f,Armenian
Álvaro,m,"Spanish, Portuguese"
Alvaro,m,Italian
Alvarus,m,Gothic (Latinized)
Alve,m,Swedish
Alvena,f,English
Alvilda,f,Danish (Rare)
Alvilde,f,Norwegian (Rare)
Alvin,m,"English, Swedish"
Alvina,f,English
Alvis,m,"Norse Mythology, Latvian"
Alvise,m,Italian
Alvíss,m,Norse Mythology
Alvydas,m,Lithuanian
Alwilda,f,History
Alwin,m,"German, Dutch, Germanic"
Alwine,f,German (Rare)
Alwyn,m,Welsh
Alya 1,f,"Arabic, Indonesian, Malay, Turkish"
Alya 2,f,Russian
Alyaksandr,m,Belarusian
Alyce,f,English
Alycia,f,English
Alyona,f,"Russian, Ukrainian"
Alyonka,f,Russian
Alyosha,m,Russian
Alys,f,English (British)
Alysa,f,English (Modern)
Alyse,f,English (Modern)
Alysha,f,English (Modern)
Alysia,f,English
Alyson,f,English
Alyssa,f,English
Alyssia,f,English (Modern)
Alyx,f,English (Rare)
Alžběta,f,Czech
Alžbeta,f,Slovak
Alzira,f,Portuguese
Alzire,f,Literature
Ama,f,Akan
Amabel,f,English (Rare)
Amabilia,f,Late Roman
Amabilis,m,Late Roman
Amable,m,French (Archaic)
Amada,f,Spanish
Amadej,m,Slovene
Amadeo,m,"Spanish, Italian (Rare)"
Amadeu,m,"Portuguese, Galician, Catalan"
Amadeus,m,Late Roman
Amadeusz,m,Polish
Amadi 1,m,Igbo
Amadi 2,m,Yoruba (Rare)
Amadioha,m,Igbo Mythology
Amadís,m,Literature
Amadis,m,Literature
Amado,m,Spanish
Amador,m,Spanish
Amadou,m,Western African
Amadu,m,Western African
Amaethon,m,Welsh Mythology
Amahia,f,"Spanish (Latin American, Modern)"
Amahle,m,Zulu
Amaia,f,"Basque, Spanish"
Amaka,f,Igbo
Amal 1,f,Arabic
Amal 2,m,"Biblical, Biblical Hebrew"
Amala,f,"Tamil, Malayalam"
Amalabairga,f,Gothic (Hypothetical)
Amalaberga,f,Gothic (Latinized)
Amalareiks,m,Gothic (Hypothetical)
Amalaric,m,Gothic (Anglicized)
Amalasuintha,f,Gothic (Anglicized)
Amalaswinþa,f,Gothic (Hypothetical)
Amalberga,f,Germanic
Amalbert,m,Germanic
Amalgaid,m,Old Irish
Amália,f,"Hungarian, Portuguese, Slovak"
Amalia,f,"Spanish, Italian, Romanian, Greek, Finnish, Swedish, Dutch, German, Germanic (Latinized)"
Amálie,f,Czech
Amalie,f,"Norwegian, Danish, German (Rare)"
Amalija,f,"Lithuanian, Slovene, Croatian"
Amaliya,f,Russian
Amalric,m,Gothic (Anglicized)
Amalrich,m,Germanic
Amalthea,f,Greek Mythology (Latinized)
Amaltheia,f,Greek Mythology
Aman Allah,m,Arabic
Amâncio,m,Portuguese
Amancio,m,Spanish
Amand,m,French
Amanda,f,"English, Spanish, Portuguese, Italian, Dutch, Swedish, Norwegian, Danish, Finnish, Hungarian, Latvian, Polish, Late Roman"
Amandeep,m,Indian (Sikh)
Amandine,f,French
Amando,m,"Spanish, Portuguese (Rare)"
Amandus,m,Late Roman
Amane,f,Basque
Amani,f,Arabic
Amantius,m,Late Roman
Amanullah,m,"Arabic, Pashto"
Amany,f,Arabic
Amar 1,m,"Hindi, Marathi, Bengali, Punjabi"
Amar 2,m,"Arabic, Urdu, Bosnian"
Amara 1,f,Igbo
Amara 2,f,"Portuguese, Spanish"
Amarachi,f,Igbo
Amaranta,f,"Spanish (Rare), Italian (Rare)"
Amarante,f,French (Rare)
Amarantha,f,Various (Rare)
Amardeep,m,Indian (Sikh)
Amare,m,African American (Modern)
Amari,m,African American (Modern)
Amariah,m,Biblical
Amarilis,f,Spanish (Latin American)
Amarjeet,m,Indian (Sikh)
Amaro,m,"Galician, Portuguese, Spanish"
Amaru,m,Quechua
Amaruq,m,Inuit
'Amaryahu,m,Biblical Hebrew
Amaryllis,f,Literature
Amastan,m,Tuareg
Amata,f,Late Roman
Amaterasu,f,Japanese Mythology
Amato,m,Italian
Amator,m,Late Roman
Amatore,m,Italian (Rare)
Amatus,m,Late Roman
'Amatzyahu,m,Biblical Hebrew
Amaury,m,French
Amaya,f,"Basque, Spanish, English (Modern)"
Amayah,f,English (Modern)
Amayas,m,Tuareg
Amaziah,m,Biblical
Ambakoum,m,Biblical Greek
Ámbar,f,Spanish (Modern)
Amber,f,"English, Dutch"
Amberly,f,English (Modern)
Amberlynn,f,English (Rare)
Ambra,f,Italian
Ambram,m,Biblical Greek
Ambre,f,French
Ambrogino,m,Italian (Rare)
Ambrogio,m,Italian
Ambroise,m,French
Ambroos,m,Dutch (Rare)
Ambrose,m,English
Ambrosi,m,Georgian
Ambrosia,f,Ancient Greek
Ambrosine,f,English (Rare)
Ambrósio,m,Portuguese (Rare)
Ambrosio,m,Spanish
Ambrosios,m,Ancient Greek
Ambrosius,m,Ancient Greek (Latinized)
Ambrož,m,"Slovene, Czech (Rare)"
Ambrozije,m,Croatian (Rare)
Ambroży,m,Polish (Rare)
Ambrus,m,Hungarian
Amé,m,Medieval French
Amedea,f,Italian
Amédée,m,French
Amedeo,m,Italian
Amée,f,Medieval French
Ameer,m,"Arabic, Urdu"
Ameera,f,Arabic
Amel 1,m,Bosnian
Amel 2,f,Arabic (Maghrebi)
Amela,f,Bosnian
Ameli,f,Armenian
Amélia,f,"Portuguese, French"
Amèlia,f,Catalan
Amelia,f,"English, Spanish, Italian, Polish, Medieval French"
Amélie,f,French
Amelie,f,German
Amēlija,f,Latvian (Modern)
Amelija,f,Lithuanian (Modern)
Amelina,f,Germanic (Latinized)
Ameliya,f,Russian
Amen,m,Egyptian Mythology (Anglicized)
Amenemhat,m,Ancient Egyptian
Amenemhet,m,Ancient Egyptian
Amenhotep,m,Ancient Egyptian
Ameohne'e,f,Cheyenne
Ameqran,m,Berber
Amer,m,"Arabic, Bosnian"
Ameretat,f,Persian Mythology
América,f,"Spanish, Portuguese (Rare)"
America,f,English
Américo,m,"Portuguese, Spanish"
Amerigo,m,Italian
Amery,m,English (Rare)
Amethyst,f,English (Rare)
Amets,m,Basque
Ametz,m,Basque
Ameyalli,f,Nahuatl
Ameẓyan,m,Berber
Amhlaidh,m,Scottish Gaelic
Amhlaoibh,m,Irish (Rare)
Ami 1,m,"Biblical, Biblical Hebrew"
Ami 2,f,English
Ami 3,f,Japanese
Ami 4,m,Hebrew
Amias,m,English
Amice,f,Medieval English
